text,label
gabisa deh nntn enji gafokus  bikin betah betah nyaman seru  cerdas,0
untuk gw udh kebal sales,0
sukaaaaa kerenn,0
ritmenya reminder harus kebal sales next topik jadi sales odoo gak munafik tetep jualan ya dan endorse yg penting konsisten ya sma omongan abis itu kasih tau cara step by stepnya ya ka supayabmengatur bisnis pake odoo bagus outputnya,0
ig nya apa kak,0
pepatah jawa kuno mengatakan prinsip simpel pemuda nyeni dalam menjalani kehidufun  wong liyooo ngerti opoo,0
kok kurusan bebeb,0
kampung ingris awok itu apa,0
nice,0
ya allah tolong cakep banget angellie nabila,0
fomo itu lgbt,0
suka liat malaka kalo konten nya interest bagi gw dan juga kalo host nya ini betah bgt xd udah dijelasin liat nya juga betah,0
marketing promosi sangat tinggi level ngomong bla bla bla diawal lalu ditengah video ada tujuan sebenarnya yaitu salespromosi lalu di lanjut lagi sampai akhir mind blowing agar masyarakat unduh video yang di promosi,0
vior versi gak kosong,0
gemas,0
bagi pembisnis fallacy yang tumbuh di masyarakat adalah peluang uangsangat menarik kalau bisa pegang kendali pasar,0
vior udah versi udah pinter,0
rasa macam kesindir saya,0
poni nya gerak2 sendiri,0
fomo itu harus dibarengi dengan pemikiran kritis untuk membedakan mana yang bagus untuk dicontoh mana yang gak boleh dicontoh kalau masalah orang pindah2 kerjaan karena ga nyaman itu ya dia yang bodoh gak bisa mensyukuri perkerjaan yang dia pilih kecuali kerjaan yang dia tempati terlalu toxic atau gajinya dibawah umr,0
