text,label
Tonton sampai habis & kasih pendapat kalian di kolom komentar!,0
Gibrann gibrann ampun dah,0
DURASI KURANG SAAATTTGGGHHH,0
"Audionya tolong diperhatiin, pas ngobrol suara kecil pas ketawa suara kenceng",0
"Suaranya terlalu kecil, tidak terlalu kedengaran walau pakai earphone juga",0
setuju,0
"mana ini dokter Asa Ibrahim ,,, anda di sebut Dok",0
Dikasih menkes dr terawan eh malah disuruh ganti gara2 tidak usah khawatir sama COVID. Kelompok jas putih emang ruwet,0
"amaze ama logatnya bg feri,keluar juga logat minangnya",0
Kebanyakan dokter BP*J*S suka emang marah marah sih,0
pisange buossok,0
Coba SDM Indonesia seperti ini...?,0
Lanjut lagi part 2 sama dr tirta,0
"YESS, pernah dilakukan, Dokter klinik dekat rumah, dia terbuka akan hal itu dan jadinya sedikit dijelaskan atau dilengkapi apa yg saya dapat dari google, dan saya senang akan hal ini, dokternya asik diajak diskusi..",0
Saya ingin part 2,0
SERU BGT!,0
"wkwkwkw cita cita arsitek dari sd sampe tamat SMA, ditekal karna parsial waktu mcu masuk kampus, dipaksa pindah jurusan, sakit kali rasanya bang, bahkan banyak keahlian yang aku rasa aku mampu tapi dijegal karna persayaratan parsial untuk dapat sertifikasinya bang",0
daging semua isinya,0
"bang, gw udah hopeless sm negara ini, ga dunia pendidikan, kesehatan, semuanya sama buruk, yg tersisa di negara ini sbnrnya apa si bang? :(",0
Ooh casperrMuter-muterKayak helicopterBapaknyo dokterMamaknyo susterAnaknyo baru monsterWkwkwk,0
dr. Tirta menkes 2029 Bismillah,0
"Semua tergantung direktur nya sih,kalau bersih,maka semua layanan akan maksimal dan budget juga cukup.",0
Gilaaaa dr semua podcast feat dr.tirta ini bner” dagiinggg bgttt,0
Nyenggo DRL dan doktif bukan si??,0
Kok sambil merokok bahas medis ?,0
,0
"mau cerita, kemarin usg di klinik, pas usg dibilang air ketuban sedikit, ga di kasih tau apa penyebabnya dan berapa sisa airnya (btw umur kehamilan 35 minggu).ga ada saran dari dokternya kyk minum air banyak atau apa, karna selama ini istri jarang minum pas hamil,. terus saran dari dokternya di rujuk ke rumah sakit buat di cek lab. ( saya bilang ke istri jangan mau,pulang aja) takutnya nanti kayak tetangga saya habis usg di rujuk kerumh sakit langsung operasi sesar. nah pertanyaan saya… apakah itu termasuk bisnis mereka juga?",0
"apalagi paska usg, terus kita bilang keluhan ini itu di suruhnya beli obat itu di tulisnya obat ini, pas usg ke2 ga mau bilang pusing atau apa nanti di kasihnya obat yang harganya mahal",0
udh praktek jualan obat lagi,0
kita perlu 100.000 dokter tirta versi yg praktek untuk indonesia sehat dan indonesia maju,0
Anda meremehkan kuota unlimited Ramadhan saya?,0
EDITOR PECAT AJAA NJINGG TELINGAA KU SAKITTTT,0
Fakta gaes wifi rumah sakit aaaaakkkhhhh wkwkwk,0
"Pernah gw ketemu dokter i dnt g a fck. Dan yah ga seusai udh bayar mahal katanya ya harus diri gw sendiri spya bisa sembuh. Lah buset gw dateng ya kan bayar mahal mau periksa trus di katain gitu. gw mau jelasin kronologi tiba di potong karena dia gamau denger seolah olah diagnosa dia udh bener -_-. TAI, DOKTER KAYAK GITU ALHASIL GW MAKIN PARAH ANYINK SESAK NAPAS GW BALIK BESOK DI KATAIN MAIN GEM TERUSSS. PUQI GW SAKIT GW JAUHIN HP GW SEGALA DISTRAKSI SPYA CEPET SEMBUH ISTIRAHAT. TIBA DIA NGATAIN GTU LOH CU. AKHIR NYA GW STOP GANTI DOKTER YG GW PIKIR MURAH KARENA DUIT GW UDH HBIS DI YANG SI PALING MAHAL TADI. Eh beneran sembuh dia mau dengerin cerita gw sampe akhir dia paham kasih obat tepat akhirnya sembuh gw cu dan dia bangga ama kronologi diagnosa gw sendiri disitulah gw tau ini yg bener dokter yang pasang telinga bukan mulut",0
Konten yang berbobot,0
Daging semua ni,0
Mending coki aja sama tirta sih fery irwandi byk pertanyaan yg buang waktu,0
Asli berbobot,0
Genetic Gift = Anugerah .. Dan Anugerah itu dari Tuhan datangnya .. Mantap Podcast ini .. Sukses terus Malaka .. Bukan kedelai hitam ..,0
"Don't mind me, just a marker",0
"Untuk coki tolong ketawanya jgn dibuat buat, lihat coki ketawa seperti dengar joks bapak2",0
saya usus buntu udah mau pecah tapi kaki masih bisa digerakin,0
Request undang dzawin nur dong boss,0
"pas bahas facial wash , tbtb bgt kang paket dateng , kebetulan ak lagi pesen fw beberapa hari yg lalu",0
"Itu baru cerita MedRep Obat, coba tanya MedRep Alkes Rumah sakit pasti lebih Wow lg",0
Sebagai mantan medref saya sangat tau harga asli obat dan perjanjian perusahaan dengan dokter Setiap kunjungan selalu bawain makanan atau minuman dokternya biar mau pake obat dari perusahaan saya,0
"Anggaplah noda di kain putih akan lebih terlihat, walaupun satu orang yg koar pasti akan ada perubahan",0
"Menurut gw sebagai orang awam, kayaknya seakan akan yang diusahakan beberapa dokter atau Fk yang barier awalnya kuantiti daripada kuality itu yang dipikirkan adalah UANG deh. Soalnya kalo aja lebih mikir kepentingan utama, mereka akan lebih memilih quality daripada quantity.",0
"saran aja abang editorku, sound nya di limit, kadang kaget kalau ferry tiba tiba ketawa coy",0
latar y terlalu gelap,0
yang dimaksud di menit oleh dokter tirta siapa ya org nya?,0
itu yang belakang dr. Tirta siapa bang ?,0
hmmmm,0
Min tolong audionya min. Kadang besar kadang kecil,0
"tolong untuk konten malaka videonya volemenya di naikin saat editing karena saya menonton video ini harus dengan volume full padahal saya menonton video ini didalam kamar, saya sudah membandingkan volume dengan podcast lain kerasnya hanya perlu dengan volume setnegah sudah dapat di dengar",0
dan saat ada iklan di video ini terasa banget iklan nya langsung keras kaget saya,0
ngasi bensin,0
"Salfok sama belakangnya dr tirta, orang atau bukan",0
doksili,0
"Ditutup dgn molen busuk wkwkwkwkwBtw tp emang profesi dokter itu yg nilai kuliahnya emang hrs tinggi klo mata kuliah lain nilai standar kelulusan cuma dapet c, maka dokter hrs nilai b bahkan klo bisa standarnya hrs dapet a.Kalau salah 1 diagnosis bisa bikin mati orang",0
Yaa elahhh baaruu tauu sayaa kalauu 【H】【o】【k】【i】【7】【7】【7】 terbaik,1
Paling joss emng boskuu 【H】【o】【k】【i】【7】【7】【7】 cobainn,1
Ikan ikan apa yang kalau terbang gabisa makan ? Ikan 【H】【o】【k】【i】【7】【7】【7】 lah cari aja di google,1
Yaa elahhh baaruu tauu sayaa kalauu 【H】【o】【k】【i】【7】【7】【7】 terbaik,1
stock di lapak 【H】【o】【k】【i】【7】【7】【7】 juga buwanyak sekali bangg,1
Langsung aja gas di 【H】【o】【k】【i】【7】【7】【7】 open rekrutmen affiliate guys !!,1
"ikan sapu sapu makan kail, 【H】【o】【k】【i】【7】【7】【7】 gapernah salah !!",1
gak pernah nyesel 【H】【o】【k】【i】【7】【7】【7】 langsung jadi banyakk boskuuu,1
"gak kerasa bentar lagi hari raya , jadi jangan lupa juga untuk coba 𝒉𝒐𝒌𝒊777",1
Makin banyak makin cuan join sekarang affiliate hanya di 【H】【o】【k】【i】【7】【7】【7】 !!,1
mancing mnatab hanya di 𝒉𝒐𝒌𝒊777 bosku,1
Semangat terus mang ngontennyaa jangan lupa selalu 𝒉𝒐𝒌𝒊777,1
lokasinya bisa langsung di cari di google ada di 𝒉𝒐𝒌𝒊777,1
Paling joss emng boskuu 【H】【o】【k】【i】【7】【7】【7】 cobainn,1
Tunggu apa lagi kemaren gua juga udah cobain 𝒉𝒐𝒌𝒊777 manteb banget,1
gamau pindah ke tempat lain cuma 𝒉𝒐𝒌𝒊777 yang terjamin jitu,1
Yaa elahhh baaruu tauu sayaa kalauu 𝒉𝒐𝒌𝒊777 terbaik,1
Paling joss emng boskuu 𝒉𝒐𝒌𝒊777 cobainn,1
gak pernah nyesel 𝒉𝒐𝒌𝒊777 langsung jadi banyakk boskuuu,1
gamau pindah ke tempat lain cuma 【H】【o】【k】【i】【7】【7】【7】 yang terjamin jitu,1
"gak kerasa bentar lagi hari raya , jadi jangan lupa juga untuk coba 【H】【o】【k】【i】【7】【7】【7】",1
umpang 20K bisa dapet besar kalau di 【H】【o】【k】【i】【7】【7】【7】 bosku,1
"ikann hiu ikan sapu sapu , 【H】【o】【k】【i】【7】【7】【7】 terjamin jitu !!",1
Semangat terus mang ngontennyaa jangan lupa selalu 【H】【o】【k】【i】【7】【7】【7】,1
Tunggu apa lagi kemaren gua juga udah cobain 【H】【o】【k】【i】【7】【7】【7】 manteb banget,1
ikan patin ikan sapu sapu 𝒉𝒐𝒌𝒊777 dijamin paling jitu,1
ikan patin ikan sapu sapu 【H】【o】【k】【i】【7】【7】【7】 dijamin paling jitu,1
sombong bangett untung mancingnya di 𝒉𝒐𝒌𝒊777,1
lebih gedean lagi kalau cobain di 𝒉𝒐𝒌𝒊777 mang bisa dapet besar !!,1
"ikan sapu sapu makan kail, 𝒉𝒐𝒌𝒊777 gapernah salah !!",1
Memang terbaik ini 【H】【o】【k】【i】【7】【7】【7】 gak bohong gue mantab bang,1
kemaren saya cobain bawa umpang 30K di 𝒉𝒐𝒌𝒊777 dapet besar !!,1
Memang terbaik ini 𝒉𝒐𝒌𝒊777 gak bohong gue mantab bang,1
Izinn kakkk mau tanya 𝒉𝒐𝒌𝒊777 itu apaa yaa ?,1
Gak nyangka banget 𝒉𝒐𝒌𝒊777 bisa dapet gede banget,1
Gak nyangka banget 【H】【o】【k】【i】【7】【7】【7】 bisa dapet gede banget,1
Terlalu banyak buang buang waktu jadii langsung saja gass 【H】【o】【k】【i】【7】【7】【7】,1
stock di lapak 𝒉𝒐𝒌𝒊777 juga buwanyak sekali bangg,1
"gak kerasa bentar lagi hari raya , jadi jangan lupa juga untuk coba 𝒉𝒐𝒌𝒊777",1
mancing mnatab hanya di 【H】【o】【k】【i】【7】【7】【7】 bosku,1
"ikann hiu ikan sapu sapu , 𝒉𝒐𝒌𝒊777 terjamin jitu !!",1
kemaren saya cobain bawa umpang 30K di 【H】【o】【k】【i】【7】【7】【7】 dapet besar !!,1
cuman main di 【H】【o】【k】【i】【7】【7】【7】 kasih yang terbaik buat dapetin rezeki lebih tiap harinya,1
Kenapa ada Ip Man disini,0
"audionya diperbaiki dong tolong. mending volume editingnya dinaikin nanti gampang dikurangin volumenya ketika ditonton, daripada audionya kecil banget sampe mentok di beberapa device yang speakernya kecil.",0
Sepengalaman saya cm dokter anak yg mau dengerin.,0
semua cendekia bercosplay misfits ini dahulu tidak mendapatkan simpati and atensiku atas pemikiran2 mereka….sekarang?you guys got my respect and this dialog wont fit only for an hour and half,0
"Anjirr ganyaman banget ini audionya,",0
Usul di riwayat dokter di web/aplikasi di tambahin nilai IPK pleasee,0
"baru nonton podcastnya aja udh dark, liat komennya ternyata fenomenanya lebih gelap lagi.",0
BOSOK CUK CUK WKWKWK,0
"Di negara2 maju (spt Eropa tempat saya tinggal) untuk masuk ke fakultas kedokteran, bariernys hanyalah akademis. Jadi sbg pasien, mau ke dokter mana aja sama kwalitasnya.",0
jd inget desember 2012 pas konsultsi ttg anak mau oprsi bibir sumbing ketemu dokter goblok dan kejadian itu tdk akan pernah lupa,0
jika guru ada yang inkompet engak ya?,0
Sound kecil amat sih .....,0
